,biomass_site,Plant_ID,Dji
6806,1923,73,74.10602091
6807,1923,89,63.45820158
6808,1924,33,47.34474963
6809,1924,54,51.04413257
6810,1924,57,23.72316292
6811,1924,59,60.77231769
6812,1924,60,64.47341406
6813,1924,61,64.23171131
6814,1924,75,92.8725763
6815,1924,92,80.0019001
6816,1924,98,28.19065025
6817,1926,3,54.94508921
6818,1926,30,97.16462158
6819,1926,33,75.9459004
6820,1926,54,76.50005987
6821,1926,57,95.73329821
6822,1926,59,11.72914058
6823,1926,60,55.51317099
6824,1926,61,55.15286735
6825,1926,77,75.05496756
6826,1926,78,80.38193243
6827,1926,98,76.9205602
6828,1927,27,70.00181647
6829,1927,28,23.90304763
6830,1927,29,34.38328762
6831,1927,32,72.36697735
6832,1927,38,84.26098346
6833,1927,43,76.92402016
6834,1927,50,63.57258768
6835,1927,52,46.44239553
6836,1927,62,65.27973665
6837,1927,67,96.72419307
6838,1927,70,54.74972832
6839,1927,71,9.967082968
6840,1927,73,48.13550022
6841,1927,76,44.69206963
6842,1927,89,58.441862
6843,1927,93,82.05110864
6844,1927,100,96.45264072
6845,1927,108,89.06482421
6846,1928,71,98.747069
6847,1928,73,83.44514275
6848,1928,89,72.2458189
6849,1929,2,98.801074
6850,1929,3,58.89153132
6851,1929,7,79.14398701
6852,1929,10,96.36817003
6853,1929,13,93.11465228
6854,1929,14,90.48096424
6855,1929,15,82.88936724
6856,1929,30,29.9816538
6857,1929,32,92.60176396
6858,1929,34,99.54968339
6859,1929,38,79.92960143
6860,1929,43,97.42204689
6861,1929,58,80.52744355
6862,1929,59,93.44153255
6863,1929,65,96.08086582
6864,1929,66,86.94866231
6865,1929,74,73.10759019
6866,1929,77,80.94721489
6867,1929,78,32.91356163
6868,1929,99,90.5944708
6869,1929,104,59.76496045
6870,1929,108,86.57167208
6871,1930,2,76.46606395
6872,1930,7,46.19667902
6873,1930,13,67.77461083
6874,1930,15,62.38844185
6875,1930,27,43.85662497
6876,1930,28,89.55183015
6877,1930,29,56.55929496
6878,1930,30,76.38239792
6879,1930,32,12.89206529
6880,1930,34,92.36334045
6881,1930,38,2.167499006
6882,1930,43,31.04300064
6883,1930,52,48.96230318
6884,1930,58,56.03387931
6885,1930,62,24.01901092
6886,1930,66,62.72711423
6887,1930,70,39.77789373
6888,1930,71,86.85331008
6889,1930,74,99.48425157
6890,1930,76,41.45498965
6891,1930,78,95.84695894
6892,1930,93,76.15871094
6893,1930,104,91.26213821
6894,1930,108,31.19205378
6895,1932,27,79.34400395
6896,1932,28,25.41373908
6897,1932,29,42.69778555
6898,1932,32,82.5730022
6899,1932,38,94.39950638
6900,1932,43,86.81059256
6901,1932,50,61.11098934
6902,1932,52,55.88273844
6903,1932,62,75.42874296
6904,1932,67,95.29552549
6905,1932,70,64.5350983
6906,1932,71,11.77776512
6907,1932,73,43.79506975
6908,1932,76,54.77080648
6909,1932,89,52.31917813
6910,1932,93,87.28032812
6911,1932,100,95.00118453
6912,1932,108,99.01524862
6913,1933,33,52.14708963
6914,1933,54,55.97200215
6915,1933,57,13.26924597
6916,1933,59,71.13041874
6917,1933,60,72.83142658
6918,1933,61,72.61896348
6919,1933,75,84.01277926
6920,1933,92,71.13801568
6921,1933,98,31.50889443
6922,1934,3,49.45144023
6923,1934,30,87.18377641
6924,1934,33,84.93611232
6925,1934,54,85.2573121
6926,1934,59,21.45369067
6927,1934,60,62.37563581
6928,1934,61,62.03676237
6929,1934,77,71.98828637
6930,1934,78,71.79429687
6931,1934,98,86.8140291
6932,1935,33,47.31771328
6933,1935,54,50.72193075
6934,1935,57,33.83640179
6935,1935,59,50.57067518
6936,1935,60,59.24861946
6937,1935,61,58.96604108
6938,1935,92,87.46746087
6939,1935,98,31.11380037
6940,1936,73,92.96266014
6941,1936,89,81.36098889
6942,1938,2,80.51817562
6943,1938,7,49.54172808
6944,1938,13,69.75017639
6945,1938,15,67.85044373
6946,1938,27,40.67335795
6947,1938,28,80.17876012
6948,1938,29,46.64186143
6949,1938,30,85.51258322
6950,1938,32,9.150169905
6951,1938,34,97.51673303
6952,1938,38,12.35154951
6953,1938,43,30.30582976
6954,1938,52,41.21561717
6955,1938,58,59.46111231
6956,1938,62,18.46446984
6957,1938,66,67.60501807
6958,1938,70,32.94186619
6959,1938,71,76.92591974
6960,1938,76,32.50492
6961,1938,93,70.86669038
6962,1938,104,98.53754723
6963,1938,108,34.36042175
6964,1939,2,93.429965
6965,1939,3,67.50956913
6966,1939,7,70.13587273
6967,1939,10,95.90957147
6968,1939,13,85.3099925
6969,1939,14,89.1395612
6970,1939,15,76.90264143
6971,1939,30,26.69800804
6972,1939,32,82.61601484
6973,1939,34,96.02108456
6974,1939,38,69.78489082
6975,1939,43,88.19274015
6976,1939,58,72.22125864
6977,1939,62,92.02621146
6978,1939,65,95.61542939
6979,1939,66,80.79406739
6980,1939,74,70.74382356
6981,1939,77,88.11905323
6982,1939,78,37.86471971
6983,1939,99,89.90017231
6984,1939,104,57.35375186
6985,1939,108,77.68323814
6986,1940,27,88.86966805
6987,1940,28,30.46439492
6988,1940,29,51.69586191
6989,1940,32,92.77566577
6990,1940,43,96.75797872
6991,1940,50,60.30933312
6992,1940,52,65.54666801
6993,1940,62,85.58698758
6994,1940,67,94.95884645
6995,1940,70,74.42786142
6996,1940,71,19.64988626
6997,1940,73,41.55130763
6998,1940,76,64.88473162
6999,1940,89,47.60990023
7000,1940,93,93.34208472
7001,1940,100,94.6446556
7002,1941,89,90.7094436
7003,1943,3,45.55802346
7004,1943,30,77.1600168
7005,1943,33,94.24274395
7006,1943,54,94.37312302
7007,1943,59,31.53372694
7008,1943,60,70.1096723
7009,1943,61,69.79183121
7010,1943,77,70.25693573
7011,1943,78,63.59884692
7012,1943,98,96.8467144
7013,1943,104,92.79073845
7014,1944,3,99.84342829
7015,1944,33,49.45628228
7016,1944,54,52.43933081
7017,1944,57,43.91830136
7018,1944,59,40.4858349
7019,1944,60,55.49344764
7020,1944,61,55.17085967
7021,1944,92,95.36293812
7022,1944,98,36.72124625
7023,1945,2,85.59302373
7024,1945,7,54.62625256
7025,1945,13,73.12074409
7026,1945,15,74.31180445
7027,1945,27,39.91387142
7028,1945,28,71.03688982
7029,1945,29,36.89454352
7030,1945,30,94.86470988
7031,1945,32,14.48055384
7032,1945,38,22.56041122
7033,1945,43,32.88177522
7034,1945,50,95.6056081
7035,1945,52,34.76213191
7036,1945,58,64.35065028
7037,1945,62,17.69999556
7038,1945,66,73.57557421
7039,1945,70,28.21853266
7040,1945,71,67.08584034
7041,1945,73,99.84954314
7042,1945,76,24.55822369
7043,1945,93,66.7397695
7044,1945,108,39.95268838
7045,1946,2,88.97130695
7046,1946,3,76.45246202
7047,1946,7,61.57121561
7048,1946,10,96.50476394
7049,1946,13,78.11122061
7050,1946,14,88.97978547
7051,1946,15,71.93862002
7052,1946,27,93.69551657
7053,1946,30,27.08180702
7054,1946,32,72.79085533
7055,1946,34,93.52315045
7056,1946,38,59.76128208
7057,1946,43,79.29866525
7058,1946,58,64.51942266
7059,1946,62,82.40002218
7060,1946,65,96.2071336
7061,1946,66,75.59001026
7062,1946,70,97.69409546
7063,1946,74,69.79115546
7064,1946,77,95.78977737
7065,1946,78,44.59519944
7066,1946,99,90.37820921
7067,1946,104,56.68587252
7068,1946,108,69.25242721
7069,1947,27,98.53346734
7070,1947,28,37.66950403
7071,1947,29,61.06854395
7072,1947,50,61.20973972
7073,1947,52,75.35470438
7074,1947,62,95.7544599
7075,1947,67,95.70295375
7076,1947,70,84.39569602
7077,1947,71,29.0151295
7078,1947,73,41.76325662
7079,1947,76,75.02280403
7080,1947,89,44.78126667
7081,1947,100,95.37259524
7082,1950,3,43.76983664
7083,1950,30,67.29095357
7084,1950,59,41.59564405
7085,1950,60,78.34125116
7086,1950,61,78.04228922
7087,1950,74,94.29987268
7088,1950,77,69.99197827
7089,1950,78,56.14428544
7090,1950,104,84.19401803
7091,1952,3,91.43279742
7092,1952,33,53.45987322
7093,1952,54,55.96488989
7094,1952,57,54.02417561
7095,1952,59,30.45105903
7096,1952,60,53.42181036
7097,1952,61,53.06510675
7098,1952,98,43.97980469
7099,1953,2,91.49054613
7100,1953,7,60.93221615
7101,1953,13,77.63190552
7102,1953,15,81.49082211
7103,1953,27,41.71291581
7104,1953,28,62.31728641
7105,1953,29,27.55831685
7106,1953,32,23.25265514
7107,1953,38,32.67945818
7108,1953,43,38.0737275
7109,1953,50,87.1690873
7110,1953,52,30.48788993
7111,1953,58,70.31621276
7112,1953,62,22.19040278
7113,1953,66,80.3555407
7114,1953,70,26.77542724
7115,1953,71,57.46914466
7116,1953,73,91.3117388
7117,1953,76,18.97989397
7118,1953,88,96.75290025
7119,1953,93,63.98751608
7120,1953,108,47.06582765
7121,1954,28,45.94178518
7122,1954,29,70.58270545
7123,1954,50,63.72173821
7124,1954,52,85.16382241
7125,1954,67,97.49412069
7126,1954,70,94.32125786
7127,1954,71,38.71348885
7128,1954,73,44.34947075
7129,1954,76,85.08280263
7130,1954,89,44.17716506
7131,1954,100,97.15173921
7132,1956,2,85.441267
7133,1956,3,85.73126407
7134,1956,7,53.50637573
7135,1956,10,98.18733045
7136,1956,13,71.59203017
7137,1956,14,89.96032137
7138,1956,15,68.08275262
7139,1956,27,85.19737358
7140,1956,30,31.03802493
7141,1956,32,62.97506509
7142,1956,34,92.04965274
7143,1956,38,49.6938585
7144,1956,43,70.65587462
7145,1956,52,98.30384216
7146,1956,58,57.53758382
7147,1956,62,72.82382568
7148,1956,65,97.88949098
7149,1956,66,71.40192375
7150,1956,70,88.2958728
7151,1956,74,70.33323365
7152,1956,76,92.60201473
7153,1956,78,52.48902024
7154,1956,99,91.97414989
7155,1956,104,57.85234519
7156,1956,108,61.2606315
7157,1959,28,54.90825398
7158,1959,29,80.32903741
7159,1959,50,67.71319924
7160,1959,52,95.11982598
7161,1959,71,48.66366792
7162,1959,73,48.96749034
7163,1959,76,95.23980281
7164,1959,89,45.86573766
7165,1959,100,99.96307272
7166,1960,3,44.30627607
7167,1960,10,99.67564527
7168,1960,30,57.43201119
7169,1960,59,51.77648954
7170,1960,60,87.05374377
7171,1960,61,86.77151282
7172,1960,65,99.44775555
7173,1960,74,86.65026123
7174,1960,77,71.20226198
7175,1960,78,49.59987487
7176,1960,104,75.90958268
7177,1961,2,98.12371099
7178,1961,7,68.24202429
7179,1961,13,83.20346343
7180,1961,15,89.29720833
7181,1961,27,45.75902926
7182,1961,28,54.00757725
7183,1961,29,18.98855887
7184,1961,32,32.88767701
7185,1961,38,42.88554539
7186,1961,43,45.02628896
7187,1961,50,79.07515631
7188,1961,52,29.23187954
7189,1961,58,77.22875021
7190,1961,62,29.66173091
7191,1961,66,87.83312767
7192,1961,70,29.03874251
7193,1961,71,47.97252527
7194,1961,73,83.04928285
7195,1961,76,17.94538487
7196,1961,88,93.86850169
7197,1961,89,95.73233477
7198,1961,93,62.78212809
7199,1961,108,55.18728825
7200,1962,3,83.41908609
7201,1962,33,58.96670426
7202,1962,54,61.00345288
7203,1962,57,64.14198206
7204,1962,59,20.53566294
7205,1962,60,53.25011842
7206,1962,61,52.87057105
7207,1962,77,98.58250122
7208,1962,98,52.21691911
7209,1963,2,83.06490747
7210,1963,3,95.12557967
7211,1963,7,46.34248598
7212,1963,13,66.04292547
7213,1963,14,92.06966303
7214,1963,15,65.64425015
7215,1963,27,77.20251538
7216,1963,29,96.02664176
7217,1963,30,37.3647047
7218,1963,32,53.40450052
7219,1963,34,91.71880365
7220,1963,38,39.79812883
7221,1963,43,62.5754018
7222,1963,52,89.10278003
7223,1963,58,51.67274052
7224,1963,62,63.54078454
7225,1963,66,68.53616594
7226,1963,70,79.19294949
7227,1963,74,72.28387981
7228,1963,76,82.98760379
7229,1963,78,61.0087764
7230,1963,93,99.24616179
7231,1963,99,94.64558296
7232,1963,104,60.68621044
7233,1963,108,54.10224536
7234,1964,33,66.39278178
7235,1964,54,70.19885923
7236,1964,57,7.619627139
7237,1964,59,90.34100904
7238,1964,60,90.74088126
7239,1964,61,90.56289102
7240,1964,75,67.16775104
7241,1964,92,54.50427695
7242,1964,98,45.6720762
7243,1966,28,64.24578545
7244,1966,29,90.17084556
7245,1966,50,72.91154696
7246,1966,71,58.69900664
7247,1966,73,55.11400115
7248,1966,89,49.64478809
7249,1967,7,76.21800451
7250,1967,13,89.59277707
7251,1967,15,97.5461503
7252,1967,27,51.53690708
7253,1967,28,46.46235172
7254,1967,29,13.03924145
7255,1967,32,42.78628696
7256,1967,38,53.08932484
7257,1967,43,53.04054347
7258,1967,50,71.52505716
7259,1967,52,31.42971822
7260,1967,58,84.80641244
7261,1967,62,38.41127072
7262,1967,66,95.81413145
7263,1967,67,98.24215495
7264,1967,70,34.31987749
7265,1967,71,38.84031013
7266,1967,73,75.26772277
7267,1967,76,22.18434424
7268,1967,88,92.03110975
7269,1967,89,87.48474563
7270,1967,93,63.22182652
7271,1967,100,98.06026008
7272,1967,108,63.90770692
7273,1968,3,47.0784001
7274,1968,10,94.9696988
7275,1968,30,47.81704143
7276,1968,59,61.87933294
7277,1968,60,95.98235175
7278,1968,61,95.71450827
7279,1968,65,94.72504973
7280,1968,74,79.64318648
7281,1968,77,73.79470569
7282,1968,78,44.50832982
7283,1968,104,68.22294777
7284,1969,2,81.8549204
7285,1969,7,40.44149761
7286,1969,13,61.65750098
7287,1969,14,95.22609834
7288,1969,15,64.6940038
7289,1969,27,69.68861481
7290,1969,29,85.81705502
7291,1969,30,45.1823005
7292,1969,32,43.99703973
7293,1969,34,92.49255277
7294,1969,38,29.96929855
7295,1969,43,55.1002953
7296,1969,52,80.0402923
7297,1969,58,47.26299615
7298,1969,62,54.47412666
7299,1969,66,67.06479884
7300,1969,70,70.28631445
7301,1969,74,75.6058275
7302,1969,76,73.42366003
7303,1969,78,70.0264508
7304,1969,93,90.77490034
7305,1969,99,98.30809072
7306,1969,104,65.05197285
7307,1969,108,47.96117173
7308,1970,3,75.84183856
7309,1970,33,65.63443158
7310,1970,54,67.24622696
7311,1970,57,74.35486082
7312,1970,59,10.96863261
7313,1970,60,54.98483403
7314,1970,61,54.5963208
7315,1970,77,92.92281265
7316,1970,98,61.09829143
7317,1972,28,73.80398127
7318,1972,50,79.0940866
7319,1972,71,68.77649979
7320,1972,73,62.32163649
7321,1972,89,55.06608709
7322,1973,33,62.76699213
7323,1973,54,66.60743773
7324,1973,57,6.853750217
7325,1973,59,81.89776186
7326,1973,60,85.00800225
7327,1973,61,84.80501313
7328,1973,75,71.89850317
7329,1973,92,59.04717512
7330,1973,98,41.86547937
7331,1974,7,84.58491355
7332,1974,13,96.55875362
7333,1974,27,58.48389599
7334,1974,28,40.17927143
7335,1974,29,13.64230615
7336,1974,32,52.71514414
7337,1974,38,63.20179902
7338,1974,43,61.63572503
7339,1974,50,64.74749013
7340,1974,52,36.42359089
7341,1974,58,92.80147073
7342,1974,62,47.66458507
7343,1974,67,93.59327218
7344,1974,70,41.42559597
7345,1974,71,30.48210441
7346,1974,73,68.20526525
7347,1974,76,29.44408025
7348,1974,88,91.28374305
7349,1974,89,79.77329471
7350,1974,93,65.22773548
7351,1974,100,93.38349381
7352,1974,108,72.94004939
7353,1975,3,51.76936801
7354,1975,7,94.75075261
7355,1975,10,91.12279032
7356,1975,30,38.39029827
7357,1975,58,94.16163986
7358,1975,59,72.07944726
7359,1975,65,90.8620659
7360,1975,74,73.31957585
7361,1975,77,77.67232785
7362,1975,78,41.30146938
7363,1975,104,61.19589332
7364,1977,2,81.92205325
7365,1977,7,36.48617499
7366,1977,13,58.72768176
7367,1977,14,99.34688758
7368,1977,15,65.35746535
7369,1977,27,62.94993759
7370,1977,29,75.60957214
7371,1977,30,53.80195226
7372,1977,32,35.05149558
7373,1977,34,94.38293225
7374,1977,38,20.52660127
7375,1977,43,48.64220215
7376,1977,52,71.29737243
7377,1977,58,44.77854524
7378,1977,62,45.90002663
7379,1977,66,67.14438204
7380,1977,70,61.79359438
7381,1977,74,80.08996638
7382,1977,76,64.06694209
7383,1977,78,79.33789264
7384,1977,93,82.69175345
7385,1977,104,70.62497043
7386,1977,108,43.39510812
7387,1978,33,58.92678078
7388,1978,54,62.73809707
7389,1978,57,14.05944721
7390,1978,59,72.35799926
7391,1978,60,78.40847987
7392,1978,61,78.17785482
7393,1978,75,78.71409189
7394,1978,92,65.84013209
7395,1978,98,38.42078047
7396,1979,3,69.03076364
7397,1979,33,73.07688638
7398,1979,54,74.32814519
7399,1979,57,84.48061245
7400,1979,59,5.344084816
7401,1979,60,58.46927502
7402,1979,61,58.08432882
7403,1979,77,88.15306032
7404,1979,78,94.2710749
7405,1979,98,70.27423005
7406,1980,28,83.51431345
7407,1980,50,86.03385745
7408,1980,71,78.88354273
7409,1980,73,70.27792815
7410,1980,89,61.71390825
7411,1981,7,93.38367496
7412,1981,27,66.30793646
7413,1981,28,35.65307107
7414,1981,29,20.2486419
7415,1981,32,62.78531776
7416,1981,38,73.40081268
7417,1981,43,70.70342925
7418,1981,50,58.90649211
7419,1981,52,43.29428986
7420,1981,62,57.28576443
7421,1981,67,89.8381219
7422,1981,70,49.6485137
7423,1981,71,23.47724455
7424,1981,73,61.92828918
7425,1981,76,38.09734518
7426,1981,88,91.6810709
7427,1981,89,72.580501
7428,1981,93,68.73303216
7429,1981,100,89.59969076
7430,1981,108,82.29682898
7431,1983,3,57.8425361
7432,1983,7,85.03331403
7433,1983,10,88.31773611
7434,1983,13,96.16334467
7435,1983,15,96.99263919
7436,1983,30,29.57643917
7437,1983,38,91.67902921
7438,1983,58,84.82017644
7439,1983,59,82.19140139
7440,1983,65,88.04286284
7441,1983,74,67.99561837
7442,1983,77,82.59080398
7443,1983,78,40.48977924
7444,1983,104,55.22613293
7445,1984,2,83.23388571
7446,1984,7,35.14908933
7447,1984,13,57.49045043
7448,1984,15,67.54883684
7449,1984,27,57.29616725
7450,1984,29,65.49741874
7451,1984,30,62.81495565
7452,1984,32,27.08702462
7453,1984,34,97.28269765
7454,1984,38,12.43514133
7455,1984,43,43.6805138
7456,1984,52,63.0720816
7457,1984,58,44.5447463
7458,1984,62,38.20787568
7459,1984,66,68.73650903
7460,1984,70,53.97020647
7461,1984,71,99.29458947
7462,1984,74,85.50913559
7463,1984,76,55.09695134
7464,1984,78,88.75952705
7465,1984,93,75.19533117
7466,1984,104,77.08917202
7467,1984,108,40.93379157
7468,1985,28,93.32119819
7469,1985,50,93.57472265
7470,1985,71,89.00518499
7471,1985,73,78.74242794
7472,1985,89,69.21960367
7473,1986,33,57.117861
7474,1986,54,60.79715768
7475,1986,57,23.7834949
7476,1986,59,62.4678693
7477,1986,60,72.80364918
7478,1986,61,72.53947302
7479,1986,75,86.01630675
7480,1986,92,73.23566869
7481,1986,98,37.94779796
7482,1987,3,63.05709699
7483,1987,30,96.03207312
7484,1987,33,81.16356475
7485,1987,54,82.10859782
7486,1987,57,94.69637639
7487,1987,59,12.00760275
7488,1987,60,63.42946983
7489,1987,61,63.05660268
7490,1987,77,84.29005971
7491,1987,78,85.78366737
7492,1987,98,79.75704741
7493,1989,27,74.71239762
7494,1989,28,33.71570808
7495,1989,29,29.01021669
7496,1989,32,72.89159818
7497,1989,38,83.59855993
7498,1989,43,80.04721417
7499,1989,50,54.3563765
7500,1989,52,51.29073342
7501,1989,62,67.07977225
7502,1989,67,87.11000158
7503,1989,70,58.50140234
7504,1989,71,19.5373921
7505,1989,73,56.81174139
7506,1989,76,47.37312098
7507,1989,88,93.18772956
7508,1989,89,66.19278309
7509,1989,93,73.48652706
7510,1989,100,86.84363403
7511,1989,108,91.83593055
7512,1990,71,99.14021285
7513,1990,73,87.57908056
7514,1990,89,77.34687171
7515,1991,3,65.00150724
7516,1991,7,75.34102293
7517,1991,10,86.60323609
7518,1991,13,87.43435599
7519,1991,15,90.7911705
7520,1991,30,21.8720143
7521,1991,32,95.13859101
7522,1991,38,81.71647125
7523,1991,58,75.60293144
7524,1991,59,92.39545519
7525,1991,65,86.31689349
7526,1991,66,94.74386132
7527,1991,74,63.81489128
7528,1991,77,88.45519117
7529,1991,78,42.19466426
7530,1991,104,50.56401023
7531,1991,108,91.62942713
7532,1992,2,85.75588656
7533,1992,7,36.69090959
7534,1992,13,58.02961398
7535,1992,15,71.16352025
7536,1992,27,52.9587631
7537,1992,28,93.72604372
7538,1992,29,55.29907751
7539,1992,30,72.2038276
7540,1992,32,21.02339594
7541,1992,38,9.647653238
7542,1992,43,40.66269932
7543,1992,52,55.41423689
7544,1992,58,46.58895955
7545,1992,62,31.85489964
7546,1992,66,71.7673348
7547,1992,70,46.97592559
7548,1992,71,89.58528462
7549,1992,74,91.78440804
7550,1992,76,46.52898365
7551,1992,78,98.4042779
7552,1992,93,68.32080603
7553,1992,104,84.34029465
7554,1992,108,40.91153307
7555,1994,27,83.50919015
7556,1994,28,34.77920194
7557,1994,29,38.48589189
7558,1994,32,83.01558681
7559,1994,38,93.79278932
7560,1994,43,89.57065803
7561,1994,50,51.46220974
7562,1994,52,59.95079653
7563,1994,62,76.97292309
7564,1994,67,85.52901881
7565,1994,70,67.72627175
7566,1994,71,20.48866486
7567,1994,73,53.17025324
7568,1994,76,56.95839082
7569,1994,88,95.77128921
7570,1994,89,60.84506352
7571,1994,93,79.27951527
7572,1994,100,85.23684855
7573,1995,3,58.33678985
7574,1995,30,85.92188196
7575,1995,33,89.62355556
7576,1995,54,90.31595382
7577,1995,59,21.57522419
7578,1995,60,69.50914142
7579,1995,61,69.15248021
7580,1995,77,81.57720211
7581,1995,78,77.8017476
7582,1995,98,89.32527163
7583,1995,104,97.67863604
7584,1996,33,57.0953707
7585,1996,54,60.53060178
7586,1996,57,33.75934265
7587,1996,59,52.68151287
7588,1996,60,68.26741732
7589,1996,61,67.96876015
7590,1996,75,93.84113025
7591,1996,92,81.22015271
7592,1996,98,40.13465345
7593,1997,73,96.67419213
7594,1997,89,85.90595318
7595,1999,2,89.36815505
7596,1999,7,40.81561349
7597,1999,13,60.32511428
7598,1999,15,75.97614948
7599,1999,27,50.33708222
7600,1999,28,84.81552331
7601,1999,29,45.1091627
7602,1999,30,81.78859513
7603,1999,32,18.92707027
7604,1999,38,15.47912557
7605,1999,43,40.08053444
7606,1999,52,48.69479597
7607,1999,58,50.65484888
7608,1999,62,27.88353574
7609,1999,66,76.04671767
7610,1999,70,41.33353416
7611,1999,71,79.9999031
7612,1999,74,98.72280116
7613,1999,76,38.75871318
7614,1999,88,96.90948555
7615,1999,93,62.37655238
7616,1999,104,92.15633978
7617,1999,108,43.35145913
7618,2000,3,72.81869525
7619,2000,7,65.8943254
7620,2000,10,86.07402314
7621,2000,13,79.13740864
7622,2000,14,98.96012476
7623,2000,15,85.41244631
7624,2000,30,17.07502768
7625,2000,32,85.54160908
7626,2000,38,71.91650947
7627,2000,43,93.18825555
7628,2000,58,66.75789056
7629,2000,62,95.52248868
7630,2000,65,85.77992579
7631,2000,66,89.18344099
7632,2000,74,61.09142865
7633,2000,77,94.99599122
7634,2000,78,46.10936916
7635,2000,99,99.73594826
7636,2000,104,47.68536412
7637,2000,108,83.3624446
7638,2001,27,92.59700852
7639,2001,28,38.61384336
7640,2001,29,48.25120983
7641,2001,32,93.15484587
7642,2001,43,99.22990496
7643,2001,50,50.48522783
7644,2001,52,69.03504303
7645,2001,62,86.93682902
7646,2001,67,85.13579272
7647,2001,70,77.19832039
7648,2001,71,25.80929572
7649,2001,73,51.33843442
7650,2001,76,66.72637761
7651,2001,88,99.32732967
7652,2001,89,56.84992646
7653,2001,93,85.88618175
7654,2001,100,84.82134883
7655,2002,89,94.79106163
7656,2004,3,55.05540622
7657,2004,30,75.73603689
7658,2004,33,98.46539996
7659,2004,54,98.94396644
7660,2004,59,31.5817126
7661,2004,60,76.5004225
7662,2004,61,76.1614341
7663,2004,74,96.96859221
7664,2004,77,80.0353648
7665,2004,78,70.30149865
7666,2004,98,99.08241106
7667,2004,104,88.30970081
7668,2005,33,58.84935926
7669,2005,54,61.94461462
7670,2005,57,43.89602766
7671,2005,59,42.97546057
7672,2005,60,64.96793702
7673,2005,61,64.63629888
7674,2005,92,89.72746987
7675,2005,98,44.60724473
7676,2006,2,93.92877145
7677,2006,7,46.76140096
7678,2006,13,64.11919467
7679,2006,15,81.74616843
7680,2006,27,49.72967724
7681,2006,28,76.31731938
7682,2006,29,35.01642415
7683,2006,30,91.41349112
7684,2006,32,21.94290991
7685,2006,38,24.30351146
7686,2006,43,42.03624121
7687,2006,50,90.93304552
7688,2006,52,43.41684379
7689,2006,58,56.2248725
7690,2006,62,27.36763843
7691,2006,66,81.35330976
7692,2006,70,37.7050572
7693,2006,71,70.68014182
7694,2006,76,32.43589929
7695,2006,88,91.81580983
7696,2006,93,57.65396261
7697,2006,108,47.85723845
7698,2007,2,98.09689758
7699,2007,3,81.22229636
7700,2007,7,56.60260229
7701,2007,10,86.74171524
7702,2007,13,71.24778286
7703,2007,14,98.79379319
7704,2007,15,80.91362717
7705,2007,27,99.30850367
7706,2007,30,17.6282981
7707,2007,32,75.99969127
7708,2007,38,62.1364778
7709,2007,43,84.73289322
7710,2007,58,58.25866741
7711,2007,62,86.19511219
7712,2007,65,86.44389761
7713,2007,66,84.43814428
7714,2007,74,59.97182406
7715,2007,78,51.79284759
7716,2007,104,46.86386215
7717,2007,108,75.48340066
7718,2008,28,44.49001582
7719,2008,29,58.16223758
7720,2008,50,51.55501163
7721,2008,52,78.38531648
7722,2008,62,96.94308536
7723,2008,67,85.967727
7724,2008,70,86.82727817
7725,2008,71,33.46134127
7726,2008,73,51.48680602
7727,2008,76,76.59940352
7728,2008,89,54.48341675
7729,2008,93,93.14628771
7730,2008,100,85.63558683
7731,2011,3,53.58232993
7732,2011,10,97.38070857
7733,2011,30,65.64999351
7734,2011,59,41.60582916
7735,2011,60,84.0994204
7736,2011,61,83.77750059
7737,2011,65,97.18254033
7738,2011,74,88.44695051
7739,2011,77,79.80389276
7740,2011,78,63.63945944
7741,2011,104,79.22195091
7742,2012,3,97.58288474
7743,2012,33,62.24299427
7744,2012,54,64.94870603
7745,2012,57,53.98063061
7746,2012,59,33.67621115
7747,2012,60,63.20461792
7748,2012,61,62.84545119
7749,2012,92,98.47183064
7750,2012,98,50.73375617
7751,2014,2,99.34486215
7752,2014,7,54.04030764
7753,2014,13,69.25996429
7754,2014,15,88.34409429
7755,2014,19,99.42879422
7756,2014,27,51.15468921
7757,2014,28,68.18103914
7758,2014,29,24.85572105
7759,2014,32,28.49802411
7760,2014,38,33.93287376
7761,2014,43,46.20035118
7762,2014,50,81.94305606
7763,2014,52,40.00283286
7764,2014,58,63.01259163
7765,2014,62,30.43417982
7766,2014,66,87.55039464
7767,2014,70,36.57930964
7768,2014,71,61.52513875
7769,2014,73,97.20808152
7770,2014,76,28.3564628
7771,2014,88,87.58506722
7772,2014,93,54.42069468
7773,2014,108,53.94643537
7774,2015,28,51.66825458
7775,2015,29,68.06196873
7776,2015,50,54.48722737
7777,2015,52,87.8432637
7778,2015,67,87.93644395
7779,2015,70,96.48953794
7780,2015,71,42.12868349
7781,2015,73,53.60061579
7782,2015,76,86.46084211
7783,2015,89,53.98573864
7784,2015,100,87.59173695
7785,2017,2,94.90129767
7786,2017,3,89.99222971
7787,2017,7,47.69776771
7788,2017,10,88.59833692
7789,2017,13,64.02862864
7790,2017,14,99.66824947
7791,2017,15,77.49820902
7792,2017,27,91.33367121
7793,2017,30,23.21083571
7794,2017,32,66.65605012
7795,2017,38,52.52133496
7796,2017,43,76.70278661
7797,2017,58,50.40947514
7798,2017,62,77.09106341
7799,2017,65,88.30088418
7800,2017,66,80.70394762
7801,2017,70,92.8621715
7802,2017,74,60.58716058
7803,2017,76,96.04616214
7804,2017,78,58.70543856
