,biomass_site,Plant_ID,Dji
749,1213,89,84.71793291
750,1214,2,87.85610744
751,1214,27,90.97142114
752,1214,34,96.22858737
753,1214,52,98.57206667
754,1214,66,97.93393694
755,1215,3,84.52602011
756,1215,14,63.40303416
757,1215,22,25.74350737
758,1215,34,82.60658638
759,1215,77,59.68158897
760,1215,78,91.54054028
761,1215,99,57.94313567
762,1216,2,48.00034507
763,1216,14,46.21497232
764,1216,15,63.83652832
765,1216,27,97.22864814
766,1216,34,36.18304806
767,1216,43,99.55234923
768,1216,66,62.35188641
769,1216,99,48.72923061
770,1216,108,93.7679924
771,1218,3,97.17346022
772,1218,22,51.53219773
773,1218,33,88.7327993
774,1218,54,84.89441828
775,1218,60,74.88205106
776,1218,61,75.24498722
777,1218,77,74.25221354
778,1219,73,94.15211133
779,1219,89,86.92635173
780,1220,2,95.91829783
781,1220,27,94.11106958
782,1220,28,99.03356929
783,1220,52,99.34914639
784,1220,73,93.82660433
785,1222,2,92.29648774
786,1222,3,86.16213434
787,1222,14,54.54954398
788,1222,15,97.10590697
789,1222,22,34.30650353
790,1222,34,73.02288916
791,1222,66,99.06155899
792,1222,77,62.96343484
793,1222,78,89.01125709
794,1222,99,49.27761693
795,1223,2,46.14352254
796,1223,14,52.42734689
797,1223,15,63.04975711
798,1223,27,91.52812023
799,1223,34,38.40961516
800,1223,43,95.1713243
801,1223,66,60.93134125
802,1223,99,55.69909797
803,1223,108,90.50513857
804,1224,73,98.62659157
805,1224,89,90.2285522
806,1225,3,90.93332382
807,1225,22,41.43164425
808,1225,33,93.42692382
809,1225,54,89.62253995
810,1225,60,76.30338578
811,1225,61,76.64460655
812,1225,77,66.8041028
813,1226,27,98.20522906
814,1226,28,96.33475425
815,1226,73,88.34434392
816,1226,89,93.70202181
817,1228,33,74.14147707
818,1228,54,71.29344408
819,1228,60,84.62369378
820,1228,61,84.97951212
821,1228,98,90.60002468
822,1229,2,83.02819565
823,1229,3,88.94003821
824,1229,14,46.24836919
825,1229,15,88.76773373
826,1229,22,43.56922419
827,1229,34,63.62791175
828,1229,66,90.48743533
829,1229,77,67.63160254
830,1229,78,87.59958459
831,1229,99,41.3119856
832,1230,89,94.50926329
833,1231,2,46.48953511
834,1231,14,59.73352371
835,1231,15,63.89266715
836,1231,27,86.6513352
837,1231,34,42.99027114
838,1231,43,91.71422258
839,1231,66,61.19110234
840,1231,99,63.53641853
841,1231,108,88.29987017
842,1233,28,94.65496325
843,1233,73,83.74112099
844,1233,89,87.80727929
845,1234,3,85.45765721
846,1234,22,31.39315481
847,1234,33,98.94964725
848,1234,54,95.20877557
849,1234,60,79.02306025
850,1234,61,79.33811148
851,1234,77,60.16746765
852,1235,33,72.27036125
853,1235,54,69.10801714
854,1235,60,79.20635174
855,1235,61,79.57572837
856,1235,98,90.13215204
857,1236,89,99.69889301
858,1237,2,48.99013093
859,1237,14,67.77956962
860,1237,15,66.30195308
861,1237,27,82.74311278
862,1237,34,49.27120342
863,1237,43,89.28754221
864,1237,66,63.10918341
865,1237,70,99.01307371
866,1237,99,71.9572373
867,1237,108,87.23153015
868,1239,2,74.00209585
869,1239,3,92.75630391
870,1239,14,38.85293816
871,1239,15,80.85432553
872,1239,22,53.16563057
873,1239,34,54.51772979
874,1239,66,82.28207181
875,1239,77,73.42100208
876,1239,78,87.35875286
877,1239,99,34.53152825
878,1240,28,94.05722329
879,1240,73,80.14982929
880,1240,89,82.71185461
881,1241,3,80.92583431
882,1241,14,99.08619622
883,1241,22,21.583349
884,1241,60,82.86200649
885,1241,61,83.14877484
886,1241,77,54.67005483
887,1241,99,93.3447739
888,1243,22,92.04502595
889,1243,33,70.99926505
890,1243,54,67.55828012
891,1243,60,73.87055742
892,1243,61,74.25114295
893,1243,98,90.0805835
894,1245,2,53.39692427
895,1245,14,76.41470156
896,1245,15,70.16457589
897,1245,27,79.93516923
898,1245,34,56.76574537
899,1245,43,87.97960341
900,1245,52,96.61294803
901,1245,66,66.5877495
902,1245,70,95.48906329
903,1245,99,80.86380005
904,1245,108,87.35773439
905,1246,2,65.38698082
906,1246,3,97.43244494
907,1246,14,33.00922768
908,1246,15,73.55654258
909,1246,22,62.85101709
910,1246,34,45.92884429
911,1246,66,74.62493137
912,1246,77,80.01671699
913,1246,78,88.2727027
914,1246,99,29.77505264
915,1247,28,94.5418958
916,1247,73,77.74736168
917,1247,89,78.64010654
918,1250,3,77.44906866
919,1250,14,89.12117867
920,1250,22,12.18334319
921,1250,60,87.76556549
922,1250,61,88.02336767
923,1250,77,50.60382822
924,1250,78,96.88139211
925,1250,99,83.38401304
926,1251,22,81.86035729
927,1251,33,71.16384604
928,1251,54,67.50969214
929,1251,60,69.56973064
930,1251,61,69.95730052
931,1251,77,95.24628793
932,1251,98,91.17185508
933,1252,2,59.19337235
934,1252,14,85.31660207
935,1252,15,75.16771217
936,1252,27,78.36488004
937,1252,34,64.9292691
938,1252,43,87.83119801
939,1252,52,93.04819512
940,1252,66,71.31527058
941,1252,70,92.96470714
942,1252,99,89.96466847
943,1252,108,88.63920613
944,1253,28,96.11278708
945,1253,73,76.63670073
946,1253,89,75.73104825
947,1254,2,57.12841686
948,1254,14,29.53467197
949,1254,15,66.8942465
950,1254,22,72.82469727
951,1254,34,37.96521846
952,1254,66,67.5064919
953,1254,77,87.43063249
954,1254,78,90.37786503
955,1254,99,28.02313395
956,1257,3,75.1892095
957,1257,14,79.2099811
958,1257,22,6.183058854
959,1257,60,93.51451744
960,1257,61,93.74426759
961,1257,77,48.36270714
962,1257,78,91.13337235
963,1257,99,73.48247004
964,1259,2,66.05807243
965,1259,14,94.47424489
966,1259,15,81.14696761
967,1259,27,78.10690152
968,1259,34,73.5942898
969,1259,43,88.86261069
970,1259,52,90.50120535
971,1259,66,77.1058727
972,1259,70,91.51659533
973,1259,99,99.27239981
974,1259,108,91.0531343
975,1260,28,98.70683965
976,1260,73,76.86160231
977,1260,89,74.10918444
978,1262,22,71.68128863
979,1262,33,72.76919421
980,1262,54,68.98313736
981,1262,60,66.56498493
982,1262,61,66.95280093
983,1262,77,86.008377
984,1262,98,93.36861572
985,1263,2,49.67934953
986,1263,14,29.39510261
987,1263,15,61.27162927
988,1263,22,82.77473642
989,1263,34,31.40903198
990,1263,66,61.32874753
991,1263,77,95.29246009
992,1263,78,93.52311362
993,1263,99,29.86784492
994,1263,108,94.87876865
995,1266,73,78.43850299
996,1266,89,73.87175947
997,1267,2,73.68566693
998,1267,15,87.89506889
999,1267,27,79.16196898
1000,1267,28,98.68993082
1001,1267,34,82.59809998
1002,1267,43,91.0222115
1003,1267,52,89.04696738
1004,1267,66,83.73082082
1005,1267,70,91.18377013
1006,1267,108,94.50191548
1007,1268,3,74.2678892
1008,1268,14,69.37946969
1009,1268,22,11.62974025
1010,1268,34,90.13768032
1011,1268,60,99.96994358
1012,1268,77,48.21186621
1013,1268,78,86.20919708
1014,1268,99,63.67161552
1015,1269,2,43.35133831
1016,1269,14,32.59699591
1017,1269,15,56.92516048
1018,1269,22,92.76957295
1019,1269,27,96.44882659
1020,1269,34,27.17594769
1021,1269,43,96.67304784
1022,1269,66,56.32241315
1023,1269,78,97.62946383
1024,1269,99,34.72128444
1025,1269,108,89.37065757
1026,1270,3,97.30654675
1027,1270,22,61.50906578
1028,1270,33,75.72251673
1029,1270,54,71.88380349
1030,1270,60,65.03478395
1031,1270,61,65.41412444
1032,1270,77,77.01362945
1033,1270,98,96.59452261
1034,1272,73,81.23359582
1035,1272,89,75.00633283
1036,1273,2,81.86228625
1037,1273,15,95.24797349
1038,1273,27,81.47817658
1039,1273,28,93.79713799
1040,1273,34,91.84031482
1041,1273,43,94.23167827
1042,1273,52,88.73837636
1043,1273,66,91.0072801
1044,1273,70,91.97752733
1045,1273,73,92.81358991
1046,1273,108,98.87657633
1047,1274,2,98.79549229
1048,1274,3,74.73347001
1049,1274,14,59.66805681
1050,1274,22,20.9600232
1051,1274,34,80.15416768
1052,1274,77,50.16843784
1053,1274,78,82.25589157
1054,1274,99,53.99926783
1055,1276,3,89.92784917
1056,1276,22,51.34593799
1057,1276,33,79.87329098
1058,1276,54,76.04735505
1059,1276,60,65.08180644
1060,1276,61,65.44333928
1061,1276,77,68.35673543
1062,1277,73,85.16119944
1063,1277,89,77.4734074
1064,1278,2,90.5219183
1065,1278,27,84.99677709
1066,1278,28,89.7687074
1067,1278,43,98.43774927
1068,1278,52,89.60911355
1069,1278,66,98.86865738
1070,1278,70,93.89997676
1071,1278,73,86.0187189
1072,1278,89,93.31586234
1073,1280,2,89.03373793
1074,1280,3,76.55953594
1075,1280,14,50.14324459
1076,1280,15,92.20472287
1077,1280,22,30.8265159
